,nh0225,sum
baigorri,28,28
tarragona,24,24
ravelo,20,20
cañuquil,19,19
tucuman,18,18
lúcas,15,15
yaco,13,13
videla,12,12
ñato,12,12
chavarria,8,8
fragueiro,8,8
pedernera,6,6
pinedo,6,6
fontaner,6,6
branizan,6,6
pedriel,5,5
rosistas,5,5
degollatina,5,5
garmendia,5,5
degüellos,5,5
pardejón,5,5
capitanejos,5,5
vejámenes,5,5
villalican,4,4
muchachón,4,4
salvajón,4,4
puntano,4,4
pilchas,4,4
choel,4,4
choele,4,4
barcala,4,4
dorreguistas,3,3
corifeos,3,3
olazábal,3,3
massacre,3,3
salvajona,3,3
tapalqué,3,3
gonzales,3,3
contrarestar,3,3
cuerear,3,3
ahulló,3,3
chaves,3,3
pesquiza,3,3
saráchaga,3,3
monserrat,3,3
maneadores,3,3
cencerradas,2,2
altamira,2,2
ponce,2,2
fondín,2,2
quilines,2,2
vaqueano,2,2
pesquizas,2,2
rosismo,2,2
federalas,2,2
latorre,2,2
coimero,2,2
carbonell,2,2
exequiel,2,2
paba,2,2
apurés,2,2
beberaje,2,2
bilbao,2,2
piñeiro,2,2
bolada,2,2
devorante,2,2
apuñaleado,2,2
caballadas,2,2
cafife,2,2
miguens,2,2
angelis,2,2
platal,1,1
policiano,1,1
permanencían,1,1
pesotes,1,1
peldino,1,1
podra,1,1
peorar,1,1
planazos,1,1
maipú,1,1
maldida,1,1
pesta,1,1
planazo,1,1
maldido,1,1
pilcheo,1,1
mancarronada,1,1
peticionantes,1,1
pieres,1,1
merabls,1,1
peladar,1,1
olaguer,1,1
milicaje,1,1
miller,1,1
montonerear,1,1
morfeo,1,1
murature,1,1
mónstruo,1,1
nacernos,1,1
naya,1,1
nicasio,1,1
mañereando,1,1
odiosidad,1,1
oidos,1,1
olavarria,1,1
pedregullo,1,1
olian,1,1
oorren,1,1
organize,1,1
otechea,1,1
ponchazos,1,1
mazorcada,1,1
mauel,1,1
pajinas,1,1
palabradas,1,1
parejado,1,1
parosismo,1,1
matungos,1,1
pajonales,1,1
quilfes,1,1
precaucional,1,1
trompudo,1,1
tierral,1,1
tenés,1,1
temos,1,1
tañar,1,1
tarrogona,1,1
talvez,1,1
tabear,1,1
sérios,1,1
séres,1,1
supurante,1,1
suipacha,1,1
sucederme,1,1
sostéo,1,1
son'los,1,1
somalo,1,1
tocto,1,1
tronqueros,1,1
preferia,1,1
tuduman,1,1
zumampa,1,1
zanjeada,1,1
yapa,1,1
ximeno,1,1
vísta,1,1
volvés,1,1
vivaba,1,1
vincente,1,1
victoriaban,1,1
vergazo,1,1
venírseme,1,1
vaquéanos,1,1
vacijas,1,1
unitariazas,1,1
tugo,1,1
solis,1,1
sitiato,1,1
saqueio,1,1
santafesinos,1,1
querés,1,1
querás,1,1
quedeban,1,1
puñaleó,1,1
puirredon,1,1
protejieron,1,1
protejiendo,1,1
protejido,1,1
proprietarios,1,1
prohibirá,1,1
pretesté,1,1
pretestando,1,1
presajiar,1,1
prerogativas,1,1
preocubaba,1,1
quilmas,1,1
quilmes,1,1
quiriendo,1,1
restaudora,1,1
salú,1,1
sabato,1,1
réptiles,1,1
rigoroso,1,1
ridiculo,1,1
reynafe,1,1
resistia,1,1
quirogas,1,1
rehacería,1,1
regimiente,1,1
referia,1,1
recoba,1,1
rebenqueada,1,1
ramella,1,1
maciel,1,1
aborrescan,1,1
líbre,1,1
cepiadas,1,1
chiripás,1,1
chargo,1,1
chapona,1,1
chanceladas,1,1
chambre,1,1
chacras,1,1
chachota,1,1
caudillejos,1,1
bravios,1,1
catriel,1,1
carlon,1,1
capitanejo,1,1
canchada,1,1
cancan,1,1
caminés,1,1
camaristas,1,1
cincinato,1,1
ciríaco,1,1
cobardos,1,1
coima,1,1
crescendo,1,1
cornac,1,1
copetudos,1,1
copetudas,1,1
convinción,1,1
convertieran,1,1
contristó,1,1
contristado,1,1
contraido,1,1
contenia,1,1
conluida,1,1
congresales,1,1
comvertida,1,1
comandantas,1,1
colonel,1,1
cachul,1,1
bravias,1,1
crias,1,1
ahullaron,1,1
arballo,1,1
aquedas,1,1
apuñaleaba,1,1
anchorena,1,1
anadian,1,1
amanadas,1,1
algerich,1,1
ahullaban,1,1
bravia,1,1
agenos,1,1
afiliandos,1,1
adulonieras,1,1
ademas,1,1
acusárseme,1,1
actora,1,1
acriollados,1,1
argerich,1,1
asolatado,1,1
atomo,1,1
atorrar,1,1
brasilero,1,1
botet,1,1
borrachones,1,1
boleadores,1,1
biscacheras,1,1
biedma,1,1
benavento,1,1
beláustegui,1,1
barbaros,1,1
bahia,1,1
badia,1,1
azañas,1,1
ayuntados,1,1
ayacucho,1,1
avelino,1,1
cresciente,1,1
cuereadas,1,1
lopez,1,1
guarguero,1,1
hipertropia,1,1
hijios,1,1
hamos,1,1
hamacan,1,1
hacian,1,1
güaicurús,1,1
guillerma,1,1
gobenador,1,1
fatica,1,1
garcia,1,1
galopiemos,1,1
gaitan,1,1
fusíleseles,1,1
flacura,1,1
feliú,1,1
felegresía,1,1
hombraba,1,1
huidobro,1,1
ignocencia,1,1
acestada,1,1
lomazos,1,1
lojistas,1,1
legistura,1,1
lavallistas,1,1
lavallista,1,1
lavalleja,1,1
larraya,1,1
lanzarrtlo,1,1
juyuy,1,1
junin,1,1
jesuítas,1,1
jané,1,1
jaban,1,1
intimos,1,1
interinato,1,1
febriciente,1,1
ezcurra,1,1
cuereando,1,1
desnucador,1,1
dorreguista,1,1
dictorial,1,1
detenia,1,1
detallos,1,1
desquíte,1,1
despedezando,1,1
despedazen,1,1
deslojar,1,1
extermimo,1,1
desdarte,1,1
deplomando,1,1
decíles,1,1
decíle,1,1
deamos,1,1
cárvia,1,1
cuitaban,1,1
elortondo,1,1
engracia,1,1
enpequeñecido,1,1
entoces,1,1
expedicionar,1,1
expectáculos,1,1
existia,1,1
eufemio,1,1
eteres,1,1
estramuros,1,1
esterminaran,1,1
espresion,1,1
espida,1,1
espeditivo,1,1
escándalosa,1,1
