,nh0079,sum
robillotti,8,8
escruchante,7,7
punguista,7,7
otarios,6,6
changador,5,5
tramway,5,5
regnier,4,4
pilchas,4,4
hueya,4,4
changadores,3,3
suipacha,3,3
cassoulet,3,3
punguistas,3,3
decidor,2,2
escrucho,2,2
scrucho,2,2
decile,2,2
escruchantes,2,2
polka,2,2
digás,2,2
ñudo,2,2
balurdo,2,2
marmolero,2,2
zorzales,2,2
archívese,2,2
mischo,2,2
atorrantismo,2,2
biaba,2,2
blanquizco,2,2
tramways,2,2
viamonte,2,2
ludueña,2,2
jujuy,2,2
pimentado,1,1
piquetanos,1,1
pockets,1,1
querés,1,1
pick,1,1
policemen,1,1
pichuleadores,1,1
petiso,1,1
percaltiesos,1,1
recoba,1,1
polecía,1,1
scruscho,1,1
sabés,1,1
sangrarme,1,1
zonzos,1,1
yuyos,1,1
yerguen,1,1
wright,1,1
vuelvasé,1,1
villegas,1,1
vilaró,1,1
vichadas,1,1
viboreaban,1,1
valecencia,1,1
vahidos,1,1
tusados,1,1
tráin,1,1
tagliarin,1,1
suertudo,1,1
sobreaviso,1,1
señori,1,1
semirrubios,1,1
semigaucho,1,1
schacar,1,1
sauzal,1,1
palemón,1,1
achicharradores,1,1
noque,1,1
comprovinciano,1,1
chiavari,1,1
champurriao,1,1
chacotón,1,1
catalinas,1,1
cascotazos,1,1
carpido,1,1
carasucias,1,1
caramayolí,1,1
caramayolé,1,1
capitanejo,1,1
campanazo,1,1
camandulero,1,1
busecca,1,1
boyeros,1,1
boyero,1,1
asigurar,1,1
asidao,1,1
artirel,1,1
ardimiento,1,1
aprendé,1,1
adulonería,1,1
chiripás,1,1
congresal,1,1
namuncurá,1,1
contras,1,1
naides,1,1
máistro,1,1
mayordomescas,1,1
matreras,1,1
lunfarda,1,1
adscripto,1,1
inquilinato,1,1
infraganti,1,1
incásicas,1,1
gareca,1,1
fuentón,1,1
formensén,1,1
esparo,1,1
escabios,1,1
enrolamiento,1,1
empilchados,1,1
destartalamiento,1,1
despilchado,1,1
decime,1,1
dandys,1,1
cuartujo,1,1
luján,1,1
