,nh0049,sum
illma,36,36
guatimoc,31,31
armijo,25,25
cerralvo,18,18
gelvez,17,17
ixtapalapa,15,15
tepos,14,14
excmo,12,12
abalabide,7,7
varais,7,7
tenoxtitlán,6,6
carbajales,5,5
illmo,5,5
palafreneros,5,5
cerna,5,5
villavicencio,4,4
torreflorida,4,4
guatimoctzin,3,3
gaviria,3,3
guatimoczin,3,3
guatimotzin,3,3
guviria,2,2
metepec,2,2
apuestos,2,2
ajusco,2,2
aculhuacan,2,2
camaristas,2,2
nahual,1,1
narrarte,1,1
omnia,1,1
oyeme,1,1
preguntadselo,1,1
necesitábais,1,1
papelos,1,1
participaros,1,1
pasala,1,1
pax,1,1
pedros,1,1
popocatepetl,1,1
mors,1,1
secundum,1,1
preparate,1,1
probata,1,1
xochimilco,1,1
válgate,1,1
voluntatis,1,1
villacencio,1,1
usarcé,1,1
urcas,1,1
uertas,1,1
tormentistas,1,1
tinga,1,1
tezontle,1,1
tenoxtitlan,1,1
tenochtitlán,1,1
sérvia,1,1
supradicha,1,1
solvit,1,1
sernos,1,1
semiclerical,1,1
seguírseme,1,1
seguila,1,1
seguiale,1,1
maldeciría,1,1
salazares,1,1
qua,1,1
pujido,1,1
pudiérais,1,1
matiana,1,1
hondad,1,1
legaspi,1,1
corozas,1,1
condigno,1,1
concejas,1,1
comayagua,1,1
colhuacan,1,1
cintilaba,1,1
centellantes,1,1
casásteis,1,1
carminar,1,1
cacles,1,1
boruca,1,1
batientos,1,1
basteos,1,1
balcarrotas,1,1
balcarrias,1,1
auxiliarte,1,1
atzala,1,1
atarazanas,1,1
asenso,1,1
arellana,1,1
alegata,1,1
admitilo,1,1
coram,1,1
creete,1,1
leelo,1,1
cíbolo,1,1
josés,1,1
ixtacihuatl,1,1
huilhicamina,1,1
hubiérais,1,1
hominibus,1,1
hebe,1,1
greguescos,1,1
gedeón,1,1
gabeta,1,1
florearme,1,1
facticia,1,1
faciem,1,1
explotarte,1,1
excelsis,1,1
excarcelamiento,1,1
espirante,1,1
entresolada,1,1
enríquez,1,1
ecclesiæ,1,1
desconocerme,1,1
derelicta,1,1
ínconveniente,1,1
