,nh0135,sum
delmonte,29,29
eulogio,20,20
orellana,8,8
contramayorales,4,4
croup,3,3
castelar,2,2
decidor,2,2
pailas,2,2
dahomey,2,2
tósigo,1,1
grant,1,1
greuze,1,1
habráse,1,1
hamlet,1,1
hilación,1,1
inacordes,1,1
válgate,1,1
irreprensible,1,1
julieta,1,1
lagrimas,1,1
misina,1,1
terranova,1,1
opreso,1,1
gimiente,1,1
velásquez,1,1
poey,1,1
qua,1,1
rubicón,1,1
saratoga,1,1
sibaris,1,1
siemprevivas,1,1
soirée,1,1
suspirante,1,1
gorjeadora,1,1
absorbernos,1,1
fáltanos,1,1
coeteris,1,1
antiabolicionista,1,1
ariosto,1,1
arrobadoras,1,1
aspasia,1,1
azcárate,1,1
bendecirte,1,1
blanquizca,1,1
carios,1,1
ceiba,1,1
cellini,1,1
clellan,1,1
consuno,1,1
expirante,1,1
contramayoral,1,1
corinto,1,1
couto,1,1
cánova,1,1
dantón,1,1
dcl,1,1
desdémona,1,1
desolante,1,1
dinas,1,1
dotol,1,1
aleve,1,1
zambrana,1,1
