,nh0215,sum
thunderbolt,49,49
orang,40,40
antropopiteco,21,21
gibón,21,21
cuvier,18,18
buffon,17,17
livingstone,16,16
micomicona,14,14
chaillu,13,13
haeckel,13,13
linneo,11,11
babuino,9,9
procopioides,9,9
botecudos,8,8
lubbock,8,8
huxley,8,8
lamark,7,7
cook,7,7
vogt,7,7
babuinos,7,7
owen,7,7
sumatra,7,7
nilo,7,7
herodoto,6,6
bolt,6,6
neanderthal,6,6
gaudry,6,6
link,6,6
john,6,6
agassiz,6,6
darvinismo,6,6
cinocéfalos,5,5
kolden,5,5
arahuatos,5,5
lyell,5,5
arabia,5,5
soko,5,5
primigenies,5,5
blumenbach,5,5
engis,5,5
goethe,5,5
baker,5,5
antropoidea,5,5
tyson,4,4
faltante,4,4
tocandeiras,4,4
betjuanas,4,4
sapuzaya,4,4
arahuato,4,4
nourse,4,4
esopo,4,4
niams,4,4
twice,4,4
piteco,4,4
baobah,4,4
wallace,4,4
niger,4,4
chimp,4,4
gibones,4,4
speke,4,4
bligh,4,4
dampier,4,4
burton,4,4
zanzíbar,4,4
hisquiáticas,4,4
cooper,4,4
hilaire,4,4
siamang,4,4
simius,4,4
prometeo,4,4
yankee,4,4
akkas,4,4
mahories,3,3
baumgartner,3,3
lemuria,3,3
jenofonte,3,3
prehensil,3,3
rhinoceros,3,3
oceanía,3,3
mondracus,3,3
monera,3,3
bigonia,3,3
ursus,3,3
superciliares,3,3
lartet,3,3
urville,3,3
norteamérica,3,3
morton,3,3
bennet,3,3
lund,3,3
satyrus,3,3
cromlechs,3,3
sócrates,3,3
ceilán,3,3
strabon,3,3
dumont,3,3
bébé,3,3
tissandier,3,3
prognaces,3,3
mammoth,3,3
brosse,3,3
brook,3,3
saimirí,3,3
sajú,3,3
topinard,3,3
neulette,3,3
moulin,3,3
brehm,3,3
elephas,3,3
academy,3,3
ántropo,3,3
botecudo,3,3
canstad,3,3
hilobates,3,3
sherman,3,3
fueganos,3,3
dolmens,3,3
missing,3,3
wagner,3,3
copérnico,3,3
quatrefages,3,3
weekly,3,3
yaa,3,3
quignon,3,3
atlántida,3,3
pouchet,3,3
quinet,3,3
hemiántropos,3,3
fedro,3,3
desmoulins,3,3
misisipí,3,3
schweinfurth,3,3
potomac,3,3
cinocéfalo,3,3
aluatos,3,3
fidji,3,3
intermiraron,3,3
setsé,2,2
campbell,2,2
tinne,2,2
kalahari,2,2
pedio,2,2
ornan,2,2
sahara,2,2
compatricios,2,2
petto,2,2
salvos,2,2
hou,2,2
solimoens,2,2
niamsniams,2,2
shoking,2,2
hipparión,2,2
carabalíes,2,2
colisa,2,2
cabral,2,2
camerón,2,2
consuetudinarios,2,2
ibizapitanga,2,2
calabazo,2,2
thunderboltlandia,2,2
caecum,2,2
diablofeo,2,2
sinonimolandia,2,2
nemrodes,2,2
cameron,2,2
nebrasca,2,2
dorrebí,2,2
kamtschatdales,2,2
congos,2,2
kamba,2,2
colobio,2,2
hovelacque,2,2
savage,2,2
orix,2,2
jaitwas,2,2
hartman,2,2
hiatus,2,2
cefo,2,2
initium,2,2
copróferos,2,2
oulí,2,2
penguin,2,2
similandia,2,2
park,2,2
tasmanios,2,2
suffolk,2,2
dinkas,2,2
ocellata,2,2
jacqueline,2,2
diodoro,2,2
craniana,2,2
ociput,2,2
dinormis,2,2
hideputa,2,2
hannon,2,2
nott,2,2
orange,2,2
somma,2,2
iguanodon,2,2
tasman,2,2
heredidad,2,2
palissy,2,2
sidney,2,2
paleántropo,2,2
tapajoz,2,2
semnopiteco,2,2
schmidt,2,2
tanganyka,2,2
cuadrúmanos,2,2
clipper,2,2
jehan,2,2
tamandua,2,2
hemiántropo,2,2
indicus,2,2
pasteur,2,2
bourgeois,2,2
vosmaer,2,2
batavia,2,2
lemurios,2,2
aluato,2,2
ballak,2,2
vincent,2,2
abbeville,2,2
glidon,2,2
razzias,2,2
estratas,2,2
reaumur,2,2
platirrina,2,2
madeira,2,2
laphiodon,2,2
prusia,2,2
pithecus,2,2
fidias,2,2
resaltantes,2,2
magister,2,2
gobineau,2,2
vae,2,2
