,nh0161,sum
leiva,23,23
castelli,22,22
azcuénaga,11,11
french,11,11
cornelio,11,11
chiclana,10,10
beruti,10,10
lezica,7,7
morante,6,6
darregueira,5,5
liniers,5,5
passo,5,5
ochoteco,5,5
huidobro,5,5
arzac,4,4
caspe,3,3
balbín,3,3
villota,3,3
grela,3,3
mozada,3,3
negotiorum,2,2
rómulo,2,2
orduña,2,2
murguiondo,2,2
matheu,2,2
sobremonte,2,2
faldonudos,2,2
cavia,2,2
corifeos,2,2
irigoyen,2,2
larrea,2,2
chuquisaca,2,2
lasala,2,2
cardoso,2,2
lecoq,2,2
calazeite,2,2
vieytes,2,2
anchorena,2,2
excmo,2,2
mosqueira,1,1
payne,1,1
monarquizar,1,1
merelo,1,1
abascal,1,1
pueblada,1,1
quasi,1,1
zavaleta,1,1
volumnias,1,1
voizo,1,1
villamil,1,1
vayo,1,1
ulises,1,1
tuum,1,1
trafalgar,1,1
temístocles,1,1
tebas,1,1
tagimán,1,1
substantia,1,1
sotoca,1,1
somalo,1,1
silas,1,1
servum,1,1
sanquintín,1,1
riglos,1,1
reinsfestuel,1,1
melián,1,1
grimau,1,1
martincho,1,1
castex,1,1
coturraquería,1,1
cotarro,1,1
cornelias,1,1
corinto,1,1
cohetería,1,1
circunscripta,1,1
catilina,1,1
camilas,1,1
marios,1,1
cacumen,1,1
boizo,1,1
azamor,1,1
asilarme,1,1
arístides,1,1
argerich,1,1
américas,1,1
cábulas,1,1
desbarrancaron,1,1
dimitte,1,1
disentientes,1,1
lúculo,1,1
lecocq,1,1
inautorizado,1,1
abranse,1,1
galicia,1,1
fontuzo,1,1
ferragut,1,1
falucho,1,1
facticio,1,1
exterminarnos,1,1
eustaquio,1,1
eusebia,1,1
endamascada,1,1
echeverría,1,1
eaden,1,1
zinguizarra,1,1
